item,empid,dateyr,datewk,quantity
PROD_001,EMP244,2019,8,34
PROD_001,EMP244,2019,9,39
PROD_001,EMP244,2019,10,33
PROD_001,EMP244,2019,11,41
PROD_001,EMP244,2019,12,47
PROD_001,EMP244,2019,13,40
PROD_001,EMP244,2019,14,47
PROD_001,EMP244,2019,15,53
PROD_001,EMP244,2019,16,44
PROD_001,EMP244,2019,17,39
PROD_001,EMP244,2019,18,42
PROD_001,EMP244,2019,19,41
PROD_001,EMP244,2019,20,44
PROD_001,EMP244,2019,21,51
PROD_001,EMP244,2019,22,47
PROD_001,EMP244,2019,23,44
PROD_001,EMP244,2019,24,38
PROD_001,EMP244,2019,25,32
PROD_001,EMP244,2019,26,29
PROD_001,EMP244,2019,27,41
PROD_001,EMP244,2019,28,27
PROD_001,EMP244,2019,29,21
PROD_001,EMP244,2019,30,36
PROD_001,EMP244,2019,31,27
PROD_001,EMP244,2019,32,30
PROD_001,EMP244,2019,33,19
PROD_001,EMP244,2019,34,46
PROD_001,EMP244,2019,35,31
PROD_001,EMP244,2019,36,33
PROD_001,EMP244,2019,37,29
PROD_001,EMP244,2019,38,36
PROD_001,EMP244,2019,39,34
PROD_001,EMP244,2019,40,25
PROD_001,EMP244,2019,41,27
PROD_001,EMP244,2019,42,52
PROD_001,EMP244,2019,43,36
PROD_001,EMP244,2019,44,43
PROD_001,EMP244,2019,45,31
PROD_001,EMP244,2019,46,37
PROD_001,EMP244,2019,47,38
PROD_001,EMP244,2019,48,42
PROD_001,EMP244,2019,49,28
PROD_001,EMP244,2019,50,28
PROD_001,EMP244,2019,51,26
PROD_002,EMP244,2020,0,36
PROD_002,EMP244,2020,1,42
PROD_002,EMP244,2020,2,27
PROD_002,EMP244,2020,3,33
PROD_002,EMP244,2020,4,40
PROD_002,EMP244,2020,5,48
PROD_002,EMP244,2020,6,38
PROD_002,EMP244,2020,7,39
PROD_002,EMP244,2020,8,41
PROD_002,EMP244,2020,9,39
PROD_002,EMP244,2020,10,44
PROD_002,EMP244,2020,11,35
PROD_002,EMP244,2020,12,53
PROD_002,EMP244,2020,13,52
PROD_002,EMP244,2020,14,43
PROD_002,EMP244,2020,15,45
PROD_002,EMP244,2020,16,41
PROD_002,EMP244,2020,17,42
PROD_002,EMP244,2020,18,43
PROD_002,EMP244,2020,19,26
PROD_002,EMP244,2020,20,35
PROD_002,EMP244,2020,21,29
PROD_002,EMP244,2020,22,48
PROD_002,EMP244,2020,23,24
PROD_002,EMP244,2020,24,33
PROD_002,EMP244,2020,25,34
PROD_002,EMP244,2020,26,23
PROD_002,EMP244,2020,27,24
PROD_002,EMP244,2020,28,26
PROD_002,EMP244,2020,29,28
PROD_002,EMP244,2020,30,32
PROD_002,EMP244,2020,31,34
PROD_002,EMP244,2020,32,38
PROD_002,EMP244,2020,33,40
PROD_002,EMP244,2020,34,32
PROD_002,EMP244,2020,35,31
PROD_002,EMP244,2020,36,50
PROD_002,EMP244,2020,37,36
PROD_002,EMP244,2020,38,43
PROD_002,EMP244,2020,39,42
PROD_002,EMP244,2020,40,32
PROD_002,EMP244,2020,41,32
PROD_002,EMP244,2020,42,38
PROD_002,EMP244,2020,43,36
PROD_002,EMP244,2020,44,39
PROD_002,EMP244,2020,45,32
PROD_002,EMP244,2020,46,31
PROD_002,EMP244,2020,47,39
PROD_002,EMP244,2020,48,23
PROD_002,EMP244,2020,49,40
PROD_002,EMP244,2020,50,32
PROD_002,EMP244,2020,51,14
PROD_002,EMP244,2019,0,41
PROD_002,EMP244,2019,1,27
PROD_002,EMP244,2019,2,27
PROD_002,EMP244,2019,3,51
PROD_002,EMP244,2019,4,37
PROD_002,EMP244,2019,5,38
PROD_002,EMP244,2019,6,48
PROD_002,EMP244,2019,7,40
PROD_002,EMP244,2019,8,39
PROD_002,EMP244,2019,9,40
PROD_002,EMP244,2019,10,47
PROD_002,EMP244,2019,11,31
PROD_002,EMP244,2019,12,48
PROD_002,EMP244,2019,13,43
PROD_002,EMP244,2019,14,37
PROD_002,EMP244,2019,15,45
PROD_002,EMP244,2019,16,47
PROD_002,EMP244,2019,17,39
PROD_002,EMP244,2019,18,50
PROD_002,EMP244,2019,19,38
PROD_002,EMP244,2019,20,38
PROD_002,EMP244,2019,21,44
PROD_002,EMP244,2019,22,33
PROD_002,EMP244,2019,23,27
PROD_002,EMP244,2019,24,39
PROD_002,EMP244,2019,25,23
PROD_002,EMP244,2019,26,22
PROD_002,EMP244,2019,27,29
PROD_002,EMP244,2019,28,24
PROD_002,EMP244,2019,29,36
PROD_002,EMP244,2019,30,33
PROD_002,EMP244,2019,31,33
PROD_002,EMP244,2019,32,32
PROD_002,EMP244,2019,33,38
PROD_002,EMP244,2019,34,32
PROD_002,EMP244,2019,35,30
PROD_002,EMP244,2019,36,32
PROD_002,EMP244,2019,37,34
PROD_002,EMP244,2019,38,41
PROD_002,EMP244,2019,39,47
PROD_002,EMP244,2019,40,28
PROD_002,EMP244,2019,41,26
PROD_002,EMP244,2019,42,23
PROD_002,EMP244,2019,43,38
PROD_002,EMP244,2019,44,36
PROD_002,EMP244,2019,45,40
PROD_002,EMP244,2019,46,44
PROD_002,EMP244,2019,47,39
PROD_002,EMP244,2019,48,37
PROD_002,EMP244,2019,49,24
PROD_002,EMP244,2019,50,27
PROD_002,EMP244,2019,51,22
PROD_003,EMP267,2020,0,32
PROD_003,EMP267,2020,1,41
PROD_003,EMP267,2020,2,50
PROD_003,EMP267,2020,3,35
PROD_003,EMP267,2020,4,36
PROD_003,EMP267,2020,5,35
PROD_003,EMP267,2020,6,41
PROD_003,EMP267,2020,7,33
PROD_003,EMP267,2020,8,32
PROD_003,EMP267,2020,9,34
PROD_003,EMP267,2020,10,38
PROD_003,EMP267,2020,11,29
PROD_003,EMP267,2020,12,42
PROD_003,EMP267,2020,13,52
PROD_003,EMP267,2020,14,57
PROD_003,EMP267,2020,15,31
PROD_003,EMP267,2020,16,34
PROD_003,EMP267,2020,17,24
PROD_003,EMP267,2020,18,30
PROD_003,EMP267,2020,19,38
PROD_003,EMP267,2020,20,42
PROD_003,EMP267,2020,21,39
PROD_003,EMP267,2020,22,50
PROD_003,EMP267,2020,23,30
PROD_003,EMP267,2020,24,26
PROD_003,EMP267,2020,25,36
PROD_003,EMP267,2020,26,37
PROD_003,EMP267,2020,27,25
PROD_003,EMP267,2020,28,31
PROD_003,EMP267,2020,29,22
PROD_003,EMP267,2020,30,19
PROD_003,EMP267,2020,31,40
PROD_003,EMP267,2020,32,43
PROD_003,EMP267,2020,33,19
PROD_003,EMP267,2020,34,33
PROD_003,EMP267,2020,35,38
PROD_003,EMP267,2020,36,55
PROD_003,EMP267,2020,37,33
PROD_003,EMP267,2020,38,43
PROD_003,EMP267,2020,39,39
PROD_003,EMP267,2020,40,29
PROD_003,EMP267,2020,41,45
PROD_003,EMP267,2020,42,25
PROD_003,EMP267,2020,43,32
PROD_003,EMP267,2020,44,37
PROD_003,EMP267,2020,45,33
PROD_003,EMP267,2020,46,35
PROD_003,EMP267,2020,47,31
PROD_003,EMP267,2020,48,45
PROD_003,EMP267,2020,49,32
PROD_003,EMP267,2020,50,27
PROD_003,EMP267,2020,51,26
PROD_003,EMP267,2019,0,21
PROD_003,EMP267,2019,1,36
PROD_003,EMP267,2019,2,44
PROD_003,EMP267,2019,3,47
PROD_003,EMP267,2019,4,26
PROD_003,EMP267,2019,5,33
PROD_003,EMP267,2019,6,30
PROD_003,EMP267,2019,7,27
PROD_003,EMP267,2019,8,37
PROD_003,EMP267,2019,9,34
PROD_003,EMP267,2019,10,41
PROD_003,EMP267,2019,11,45
PROD_003,EMP267,2019,12,41
PROD_003,EMP267,2019,13,36
PROD_003,EMP267,2019,14,37
PROD_003,EMP267,2019,15,43
PROD_003,EMP267,2019,16,44
PROD_003,EMP267,2019,17,44
PROD_003,EMP267,2019,18,35
PROD_003,EMP267,2019,19,33
PROD_003,EMP267,2019,20,52
PROD_003,EMP267,2019,21,40
PROD_003,EMP267,2019,22,48
PROD_003,EMP267,2019,23,30
PROD_003,EMP267,2019,24,36
PROD_003,EMP267,2019,25,23
PROD_003,EMP267,2019,26,28
PROD_003,EMP267,2019,27,22
PROD_003,EMP267,2019,28,39
PROD_003,EMP267,2019,29,35
PROD_003,EMP267,2019,30,17
PROD_003,EMP267,2019,31,40
PROD_003,EMP267,2019,32,43
PROD_003,EMP267,2019,33,36
PROD_003,EMP267,2019,34,37
PROD_003,EMP267,2019,35,46
PROD_003,EMP267,2019,36,30
PROD_003,EMP267,2019,37,35
PROD_003,EMP267,2019,38,39
PROD_003,EMP267,2019,39,38
PROD_003,EMP267,2019,40,36
PROD_003,EMP267,2019,41,28
PROD_003,EMP267,2019,42,29
PROD_003,EMP267,2019,43,29
PROD_003,EMP267,2019,44,35
PROD_003,EMP267,2019,45,41
PROD_003,EMP267,2019,46,30
PROD_003,EMP267,2019,47,31
PROD_003,EMP267,2019,48,35
PROD_003,EMP267,2019,49,38
PROD_003,EMP267,2019,50,30
PROD_003,EMP267,2019,51,22
PROD_001,EMP267,2020,0,34
PROD_001,EMP267,2020,1,37
PROD_001,EMP267,2020,2,26
PROD_001,EMP267,2020,3,27
PROD_001,EMP267,2020,4,49
PROD_001,EMP267,2020,5,48
PROD_001,EMP267,2020,6,36
PROD_001,EMP267,2020,7,34
PROD_001,EMP267,2020,8,28
PROD_001,EMP267,2020,9,41
PROD_001,EMP267,2020,10,41
PROD_001,EMP267,2020,11,35
PROD_001,EMP267,2020,12,29
PROD_001,EMP267,2020,13,42
PROD_001,EMP267,2020,14,41
PROD_001,EMP267,2020,15,31
PROD_001,EMP267,2020,16,38
PROD_001,EMP267,2020,17,27
PROD_001,EMP267,2020,18,36
PROD_001,EMP267,2020,19,36
PROD_001,EMP267,2020,20,39
PROD_001,EMP267,2020,21,42
PROD_001,EMP267,2020,22,35
PROD_001,EMP267,2020,23,38
PROD_001,EMP267,2020,24,35
PROD_001,EMP267,2020,25,24
PROD_001,EMP267,2020,26,32
PROD_001,EMP267,2020,27,32
PROD_001,EMP267,2020,28,41
PROD_001,EMP267,2020,29,33
PROD_001,EMP267,2020,30,32
PROD_001,EMP267,2020,31,29
PROD_001,EMP267,2020,32,45
PROD_001,EMP267,2020,33,26
PROD_001,EMP267,2020,34,26
PROD_001,EMP267,2020,35,35
PROD_001,EMP267,2020,36,34
PROD_001,EMP267,2020,37,40
PROD_001,EMP267,2020,38,33
PROD_001,EMP267,2020,39,42
PROD_001,EMP267,2020,40,35
PROD_001,EMP267,2020,41,37
PROD_001,EMP267,2020,42,43
PROD_001,EMP267,2020,43,33
PROD_001,EMP267,2020,44,28
PROD_001,EMP267,2020,45,25
PROD_001,EMP267,2020,46,31
PROD_001,EMP267,2020,47,44
PROD_001,EMP267,2020,48,24
PROD_001,EMP267,2020,49,25
PROD_001,EMP267,2020,50,43
PROD_001,EMP267,2020,51,28
PROD_001,EMP267,2019,0,32
PROD_001,EMP267,2019,1,48
PROD_001,EMP267,2019,2,44
PROD_001,EMP267,2019,3,40
PROD_001,EMP267,2019,4,31
PROD_001,EMP267,2019,5,40
PROD_001,EMP267,2019,6,30
PROD_001,EMP267,2019,7,45
PROD_001,EMP267,2019,8,40
PROD_001,EMP267,2019,9,29
PROD_001,EMP267,2019,10,45
PROD_001,EMP267,2019,11,32
PROD_001,EMP267,2019,12,37
PROD_001,EMP267,2019,13,36
PROD_001,EMP267,2019,14,43
PROD_001,EMP267,2019,15,36
PROD_001,EMP267,2019,16,34
PROD_001,EMP267,2019,17,42
PROD_001,EMP267,2019,18,50
PROD_001,EMP267,2019,19,36
PROD_001,EMP267,2019,20,44
PROD_001,EMP267,2019,21,31
PROD_001,EMP267,2019,22,50
PROD_001,EMP267,2019,23,35
PROD_001,EMP267,2019,24,26
PROD_001,EMP267,2019,25,27
PROD_001,EMP267,2019,26,23
PROD_001,EMP267,2019,27,32
PROD_001,EMP267,2019,28,37
PROD_001,EMP267,2019,29,19
PROD_001,EMP267,2019,30,40
PROD_001,EMP267,2019,31,34
PROD_001,EMP267,2019,32,29
PROD_001,EMP267,2019,33,38
PROD_001,EMP267,2019,34,42
PROD_001,EMP267,2019,35,35
PROD_001,EMP267,2019,36,28
PROD_001,EMP267,2019,37,29
PROD_001,EMP267,2019,38,32
PROD_001,EMP267,2019,39,29
PROD_001,EMP267,2019,40,26
PROD_001,EMP267,2019,41,23
PROD_001,EMP267,2019,42,32
PROD_001,EMP267,2019,43,33
PROD_001,EMP267,2019,44,30
PROD_001,EMP267,2019,45,44
PROD_001,EMP267,2019,46,47
PROD_001,EMP267,2019,47,37
PROD_001,EMP267,2019,48,18
PROD_001,EMP267,2019,49,36
PROD_001,EMP267,2019,50,23
PROD_001,EMP267,2019,51,25
PROD_004,EMP267,2020,0,31
PROD_004,EMP267,2020,1,35
PROD_004,EMP267,2020,2,36
PROD_004,EMP267,2020,3,44
PROD_004,EMP267,2020,4,36
PROD_004,EMP267,2020,5,38
PROD_004,EMP267,2020,6,36
PROD_004,EMP267,2020,7,39
PROD_004,EMP267,2020,8,47
PROD_004,EMP267,2020,9,39
PROD_004,EMP267,2020,10,24
PROD_004,EMP267,2020,11,29
PROD_004,EMP267,2020,12,46
PROD_004,EMP267,2020,13,38
PROD_004,EMP267,2020,14,34
PROD_004,EMP267,2020,15,26
PROD_004,EMP267,2020,16,36
PROD_004,EMP267,2020,17,41
PROD_004,EMP267,2020,18,57
PROD_004,EMP267,2020,19,42
PROD_004,EMP267,2020,20,46
PROD_004,EMP267,2020,21,31
PROD_004,EMP267,2020,22,37
PROD_004,EMP267,2020,23,40
PROD_004,EMP267,2020,24,27
PROD_004,EMP267,2020,25,32
PROD_004,EMP267,2020,26,23
PROD_004,EMP267,2020,27,28
PROD_004,EMP267,2020,28,30
PROD_004,EMP267,2020,29,28
PROD_004,EMP267,2020,30,31
PROD_004,EMP267,2020,31,47
PROD_004,EMP267,2020,32,30
PROD_004,EMP267,2020,33,30
PROD_004,EMP267,2020,34,41
PROD_004,EMP267,2020,35,25
PROD_004,EMP267,2020,36,22
PROD_004,EMP267,2020,37,32
PROD_004,EMP267,2020,38,29
PROD_004,EMP267,2020,39,32
PROD_004,EMP267,2020,40,32
PROD_004,EMP267,2020,41,42
PROD_004,EMP267,2020,42,30
PROD_004,EMP267,2020,43,35
PROD_004,EMP267,2020,44,32
PROD_004,EMP267,2020,45,28
PROD_004,EMP267,2020,46,30
PROD_004,EMP267,2020,47,41
PROD_004,EMP267,2020,48,40
PROD_004,EMP267,2020,49,39
PROD_004,EMP267,2020,50,38
PROD_004,EMP267,2020,51,21
PROD_004,EMP267,2019,0,37
PROD_004,EMP267,2019,1,28
PROD_004,EMP267,2019,2,42
PROD_004,EMP267,2019,3,38
PROD_004,EMP267,2019,4,37
PROD_004,EMP267,2019,5,35
PROD_004,EMP267,2019,6,42
PROD_004,EMP267,2019,7,36
PROD_004,EMP267,2019,8,30
PROD_004,EMP267,2019,9,48
PROD_004,EMP267,2019,10,28
PROD_004,EMP267,2019,11,39
PROD_004,EMP267,2019,12,32
PROD_004,EMP267,2019,13,44
PROD_004,EMP267,2019,14,36
PROD_004,EMP267,2019,15,41
PROD_004,EMP267,2019,16,35
PROD_004,EMP267,2019,17,39
PROD_004,EMP267,2019,18,39
PROD_004,EMP267,2019,19,48
PROD_004,EMP267,2019,20,32
PROD_004,EMP267,2019,21,39
PROD_004,EMP267,2019,22,35
PROD_004,EMP267,2019,23,39
PROD_004,EMP267,2019,24,31
PROD_004,EMP267,2019,25,35
PROD_004,EMP267,2019,26,31
PROD_004,EMP267,2019,27,26
PROD_004,EMP267,2019,28,29
PROD_004,EMP267,2019,29,36
PROD_004,EMP267,2019,30,37
PROD_004,EMP267,2019,31,27
PROD_004,EMP267,2019,32,26
PROD_004,EMP267,2019,33,26
PROD_004,EMP267,2019,34,33
PROD_004,EMP267,2019,35,39
PROD_004,EMP267,2019,36,42
PROD_004,EMP267,2019,37,28
PROD_004,EMP267,2019,38,21
PROD_004,EMP267,2019,39,37
PROD_004,EMP267,2019,40,32
PROD_004,EMP267,2019,41,36
PROD_004,EMP267,2019,42,25
PROD_004,EMP267,2019,43,49
PROD_004,EMP267,2019,44,36
PROD_004,EMP267,2019,45,27
PROD_004,EMP267,2019,46,33
PROD_004,EMP267,2019,47,41
PROD_004,EMP267,2019,48,37
PROD_004,EMP267,2019,49,22
PROD_004,EMP267,2019,50,33
PROD_004,EMP267,2019,51,23
PROD_002,EMP267,2020,0,19
PROD_002,EMP267,2020,1,53
PROD_002,EMP267,2020,2,43
PROD_002,EMP267,2020,3,41
PROD_002,EMP267,2020,4,39
PROD_002,EMP267,2020,5,46
PROD_002,EMP267,2020,6,45
PROD_002,EMP267,2020,7,31
PROD_002,EMP267,2020,8,50
PROD_002,EMP267,2020,9,46
PROD_002,EMP267,2020,10,39
PROD_002,EMP267,2020,11,35
PROD_002,EMP267,2020,12,38
PROD_002,EMP267,2020,13,29
PROD_002,EMP267,2020,14,37
PROD_002,EMP267,2020,15,28
PROD_002,EMP267,2020,16,32
PROD_002,EMP267,2020,17,46
PROD_002,EMP267,2020,18,49
PROD_002,EMP267,2020,19,28
PROD_002,EMP267,2020,20,43
PROD_002,EMP267,2020,21,42
PROD_002,EMP267,2020,22,46
PROD_002,EMP267,2020,23,29
PROD_002,EMP267,2020,24,35
PROD_002,EMP267,2020,25,20
PROD_002,EMP267,2020,26,46
PROD_002,EMP267,2020,27,27
PROD_002,EMP267,2020,28,29
PROD_002,EMP267,2020,29,32
PROD_002,EMP267,2020,30,16
PROD_002,EMP267,2020,31,37
PROD_002,EMP267,2020,32,29
PROD_002,EMP267,2020,33,27
PROD_002,EMP267,2020,34,36
PROD_002,EMP267,2020,35,26
PROD_002,EMP267,2020,36,30
PROD_002,EMP267,2020,37,37
PROD_002,EMP267,2020,38,30
PROD_002,EMP267,2020,39,31
PROD_002,EMP267,2020,40,25
PROD_002,EMP267,2020,41,36
PROD_002,EMP267,2020,42,35
PROD_002,EMP267,2020,43,32
PROD_002,EMP267,2020,44,22
PROD_002,EMP267,2020,45,36
PROD_002,EMP267,2020,46,30
PROD_002,EMP267,2020,47,26
PROD_002,EMP267,2020,48,31
PROD_002,EMP267,2020,49,29
PROD_002,EMP267,2020,50,26
PROD_002,EMP267,2020,51,15
PROD_002,EMP267,2019,0,31
PROD_002,EMP267,2019,1,21
PROD_002,EMP267,2019,2,28
PROD_002,EMP267,2019,3,39
PROD_002,EMP267,2019,4,53
PROD_002,EMP267,2019,5,39
PROD_002,EMP267,2019,6,25
PROD_002,EMP267,2019,7,31
PROD_002,EMP267,2019,8,43
PROD_002,EMP267,2019,9,40
PROD_002,EMP267,2019,10,41
PROD_002,EMP267,2019,11,43
PROD_002,EMP267,2019,12,47
PROD_002,EMP267,2019,13,35
PROD_002,EMP267,2019,14,36
PROD_002,EMP267,2019,15,34
PROD_002,EMP267,2019,16,35
PROD_002,EMP267,2019,17,40
PROD_002,EMP267,2019,18,54
PROD_002,EMP267,2019,19,38
PROD_002,EMP267,2019,20,34
PROD_002,EMP267,2019,21,34
PROD_002,EMP267,2019,22,30
PROD_002,EMP267,2019,23,44
PROD_002,EMP267,2019,24,33
PROD_002,EMP267,2019,25,28
PROD_002,EMP267,2019,26,22
PROD_002,EMP267,2019,27,24
PROD_002,EMP267,2019,28,31
PROD_002,EMP267,2019,29,21
PROD_002,EMP267,2019,30,41
PROD_002,EMP267,2019,31,26
PROD_002,EMP267,2019,32,30
PROD_002,EMP267,2019,33,44
PROD_002,EMP267,2019,34,30
PROD_002,EMP267,2019,35,20
PROD_002,EMP267,2019,36,28
PROD_002,EMP267,2019,37,23
PROD_002,EMP267,2019,38,42
PROD_002,EMP267,2019,39,21
PROD_002,EMP267,2019,40,30
PROD_002,EMP267,2019,41,30
PROD_002,EMP267,2019,42,45
PROD_002,EMP267,2019,43,34
PROD_002,EMP267,2019,44,28
PROD_002,EMP267,2019,45,37
PROD_002,EMP267,2019,46,40
PROD_002,EMP267,2019,47,30
PROD_002,EMP267,2019,48,33
PROD_002,EMP267,2019,49,32
PROD_002,EMP267,2019,50,33
PROD_002,EMP267,2019,51,25
PROD_005,EMP267,2020,0,26
PROD_005,EMP267,2020,1,43
PROD_005,EMP267,2020,2,46
PROD_005,EMP267,2020,3,39
PROD_005,EMP267,2020,4,41
PROD_005,EMP267,2020,5,31
PROD_005,EMP267,2020,6,41
PROD_005,EMP267,2020,7,35
PROD_005,EMP267,2020,8,44
PROD_005,EMP267,2020,9,26
PROD_005,EMP267,2020,10,48
PROD_005,EMP267,2020,11,46
PROD_005,EMP267,2020,12,35
PROD_005,EMP267,2020,13,38
PROD_005,EMP267,2020,14,39
PROD_005,EMP267,2020,15,36
PROD_005,EMP267,2020,16,38
PROD_005,EMP267,2020,17,35
PROD_005,EMP267,2020,18,31
PROD_005,EMP267,2020,19,41
PROD_005,EMP267,2020,20,43
PROD_005,EMP267,2020,21,36
PROD_005,EMP267,2020,22,44
PROD_005,EMP267,2020,23,27
PROD_005,EMP267,2020,24,26
PROD_005,EMP267,2020,25,20
PROD_005,EMP267,2020,26,35
PROD_005,EMP267,2020,27,32
PROD_005,EMP267,2020,28,19
PROD_005,EMP267,2020,29,39
PROD_005,EMP267,2020,30,38
PROD_005,EMP267,2020,31,33
PROD_005,EMP267,2020,32,24
PROD_005,EMP267,2020,33,23
PROD_005,EMP267,2020,34,35
PROD_005,EMP267,2020,35,28
PROD_005,EMP267,2020,36,34
PROD_005,EMP267,2020,37,27
PROD_005,EMP267,2020,38,24
PROD_005,EMP267,2020,39,30
PROD_005,EMP267,2020,40,36
PROD_005,EMP267,2020,41,30
PROD_005,EMP267,2020,42,29
PROD_005,EMP267,2020,43,22
PROD_005,EMP267,2020,44,36
PROD_005,EMP267,2020,45,26
PROD_005,EMP267,2020,46,33
PROD_005,EMP267,2020,47,44
PROD_005,EMP267,2020,48,29
PROD_005,EMP267,2020,49,36
PROD_005,EMP267,2020,50,27
PROD_005,EMP267,2020,51,22
PROD_005,EMP267,2019,0,32
PROD_005,EMP267,2019,1,34
PROD_005,EMP267,2019,2,38
PROD_005,EMP267,2019,3,41
PROD_005,EMP267,2019,4,24
PROD_005,EMP267,2019,5,29
PROD_005,EMP267,2019,6,34
PROD_005,EMP267,2019,7,47
PROD_005,EMP267,2019,8,41
PROD_005,EMP267,2019,9,42
PROD_005,EMP267,2019,10,28
PROD_005,EMP267,2019,11,35
PROD_005,EMP267,2019,12,26
PROD_005,EMP267,2019,13,32
PROD_005,EMP267,2019,14,36
PROD_005,EMP267,2019,15,41
PROD_005,EMP267,2019,16,35
PROD_005,EMP267,2019,17,30
PROD_005,EMP267,2019,18,47
PROD_005,EMP267,2019,19,20
PROD_005,EMP267,2019,20,28
PROD_005,EMP267,2019,21,48
PROD_005,EMP267,2019,22,43
PROD_005,EMP267,2019,23,43
PROD_005,EMP267,2019,24,42
PROD_005,EMP267,2019,25,27
PROD_005,EMP267,2019,26,21
PROD_005,EMP267,2019,27,24
PROD_005,EMP267,2019,28,25
PROD_005,EMP267,2019,29,40
PROD_005,EMP267,2019,30,38
PROD_005,EMP267,2019,31,31
PROD_005,EMP267,2019,32,29
PROD_005,EMP267,2019,33,29
PROD_005,EMP267,2019,34,33
PROD_005,EMP267,2019,35,35
PROD_005,EMP267,2019,36,33
PROD_005,EMP267,2019,37,27
PROD_005,EMP267,2019,38,28
PROD_005,EMP267,2019,39,25
PROD_005,EMP267,2019,40,35
PROD_005,EMP267,2019,41,29
PROD_005,EMP267,2019,42,33
PROD_005,EMP267,2019,43,31
PROD_005,EMP267,2019,44,28
PROD_005,EMP267,2019,45,34
PROD_005,EMP267,2019,46,38
PROD_005,EMP267,2019,47,38
PROD_005,EMP267,2019,48,31
PROD_005,EMP267,2019,49,38
PROD_005,EMP267,2019,50,31
PROD_005,EMP267,2019,51,31
PROD_003,EMP244,2020,0,38
PROD_003,EMP244,2020,1,26
PROD_003,EMP244,2020,2,37
PROD_003,EMP244,2020,3,43
PROD_003,EMP244,2020,4,51
PROD_003,EMP244,2020,5,39
PROD_003,EMP244,2020,6,42
PROD_003,EMP244,2020,7,27
PROD_003,EMP244,2020,8,36
PROD_003,EMP244,2020,9,45
PROD_003,EMP244,2020,10,27
PROD_003,EMP244,2020,11,39
PROD_003,EMP244,2020,12,37
PROD_003,EMP244,2020,13,41
PROD_003,EMP244,2020,14,28
PROD_003,EMP244,2020,15,45
PROD_003,EMP244,2020,16,39
PROD_003,EMP244,2020,17,34
PROD_003,EMP244,2020,18,40
PROD_003,EMP244,2020,19,45
PROD_003,EMP244,2020,20,39
PROD_003,EMP244,2020,21,35
PROD_003,EMP244,2020,22,35
PROD_003,EMP244,2020,23,45
PROD_003,EMP244,2020,24,32
PROD_003,EMP244,2020,25,17
PROD_003,EMP244,2020,26,23
PROD_003,EMP244,2020,27,28
PROD_003,EMP244,2020,28,38
PROD_003,EMP244,2020,29,26
PROD_003,EMP244,2020,30,36
PROD_003,EMP244,2020,31,35
PROD_003,EMP244,2020,32,24
PROD_003,EMP244,2020,33,24
PROD_003,EMP244,2020,34,32
PROD_003,EMP244,2020,35,34
PROD_003,EMP244,2020,36,30
PROD_003,EMP244,2020,37,30
PROD_003,EMP244,2020,38,17
PROD_003,EMP244,2020,39,27
PROD_003,EMP244,2020,40,36
PROD_003,EMP244,2020,41,35
PROD_003,EMP244,2020,42,33
PROD_003,EMP244,2020,43,29
PROD_003,EMP244,2020,44,37
PROD_003,EMP244,2020,45,20
PROD_003,EMP244,2020,46,38
